ClientIP,Country,Provinces,ISP
58.187.167.243,Vietnam,Hai Duong,FPT Telecom Company
42.114.19.163,Vietnam,Ho Chi Minh City,FPT Telecom Company
64.233.173.26,Japan,Tokyo,Google LLC
125.212.176.115,Vietnam,Hung Yen,Viettel Group
14.189.204.94,Vietnam,Cam Pha,Vietnam Posts and Telecommunications Group
14.250.101.122,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.55.198.68,Vietnam,Ho Chi Minh City,FPT Telecom Company
69.171.251.15,United States,Ashburn,"Facebook, Inc."
116.101.180.59,Vietnam,Son La,Viettel Group
113.179.211.157,Vietnam,Nam Djinh,Vietnam Posts and Telecommunications Group
66.249.82.68,Australia,Sydney,Google LLC
118.71.188.88,Vietnam,Hanoi,FPT Telecom Company
113.161.234.85,Vietnam,Can Tho,Vietnam Posts and Telecommunications Group
91.20.71.181,Germany,Koln,Deutsche Telekom AG
42.118.29.2,Vietnam,Bac Giang,FPT Telecom Company
113.23.55.173,Vietnam,Haiphong,FPT Telecom Company
117.2.19.129,Vietnam,Da Nang,Viettel Group
113.165.26.251,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
42.117.62.14,Vietnam,Hanoi,FPT Telecom Company
93.158.166.5,Russia,Moscow,Yandex LLC
42.116.142.44,Vietnam,Nha Trang,FPT Telecom Company
115.74.107.80,Vietnam,Ho Chi Minh City,Viettel Group
14.164.249.155,Vietnam,Saint James,Vietnam Posts and Telecommunications Group
125.212.178.57,Vietnam,Hung Yen,Viettel Group
14.166.253.54,Vietnam,Vinh Yen,Vietnam Posts and Telecommunications Group
58.186.200.253,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.181.169.56,Vietnam,Vinh Yen,Vietnam Posts and Telecommunications Group
24.98.154.142,United States,Chamblee,"Comcast Cable Communications, LLC"
14.239.20.222,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
58.186.223.101,Vietnam,Bac Giang,FPT Telecom Company
14.228.220.195,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
116.106.204.97,Vietnam,Tay Ninh,Viettel Group
171.249.54.125,Vietnam,Lien Loc,Viettel Group
14.177.2.7,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.115.214.67,Vietnam,Hanoi,FPT Telecom Company
14.170.146.142,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
114.202.189.210,South Korea,Naju,SK Broadband Co Ltd
14.231.19.10,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.185.15.103,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
42.115.224.183,Vietnam,Hanoi,FPT Telecom Company
14.244.84.183,Vietnam,Cam Pha Mines,Vietnam Posts and Telecommunications Group
115.77.190.216,Vietnam,Ho Chi Minh City,Viettel Group
113.178.69.52,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
113.183.29.97,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
14.189.71.23,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
66.249.82.92,Australia,Sydney,Google LLC
113.179.29.73,Vietnam,Lao Cai,Vietnam Posts and Telecommunications Group
14.242.181.99,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.113.140.99,Vietnam,Ben Dinh,FPT Telecom Company
42.119.43.18,Vietnam,Bac Giang,FPT Telecom Company
42.113.155.115,Vietnam,Hanoi,FPT Telecom Company
42.116.241.140,Vietnam,Hanoi,FPT Telecom Company
42.118.29.103,Vietnam,Bac Giang,FPT Telecom Company
113.179.22.21,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
113.167.201.145,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
42.113.186.138,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.181.75.96,Vietnam,Tuyen Quang,Vietnam Posts and Telecommunications Group
115.78.15.166,Vietnam,Rach Gia,Viettel Group
58.187.29.11,Vietnam,Bac Giang,FPT Telecom Company
123.16.37.249,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.55.116.12,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.239.205.86,Vietnam,Thai Nguyen,Vietnam Posts and Telecommunications Group
117.20.115.230,Cambodia,Phnom Penh,"SMART AXIATA Co., Ltd."
66.249.82.155,Australia,Sydney,Google LLC
42.113.157.111,Vietnam,Hanoi,FPT Telecom Company
123.26.233.71,Vietnam,Nam Dinh,Vietnam Posts and Telecommunications Group
42.113.140.157,Vietnam,Ben Dinh,FPT Telecom Company
117.2.149.69,Vietnam,Da Nang,Viettel Group
113.23.64.229,Vietnam,Haiphong,FPT Telecom Company
123.27.215.108,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
14.171.152.181,Vietnam,Tuyen Quang,Vietnam Posts and Telecommunications Group
180.217.211.161,Taiwan,Kaohsiung City,Taipei City Taiwan
171.242.114.230,Vietnam,Vinh,Viettel Group
123.23.251.135,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
118.71.158.48,Vietnam,Hanoi,FPT Telecom Company
113.181.98.61,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
1.53.176.31,Vietnam,Hanoi,FPT Telecom Company
223.74.211.52,China,Chaozhou,China Mobile Communications Corporation
14.229.123.47,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
42.113.199.253,Vietnam,Hanoi,FPT Telecom Company
14.163.228.109,Vietnam,Uong Bi,Vietnam Posts and Telecommunications Group
14.190.228.102,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
14.189.78.220,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
42.115.238.109,Vietnam,Bac Ninh,FPT Telecom Company
83.134.211.26,Belgium,Beauraing,Proximus NV
118.70.128.47,Vietnam,Hanoi,FPT Telecom Company
42.112.233.119,Vietnam,Haiphong,FPT Telecom Company
42.112.235.149,Vietnam,Haiphong,FPT Telecom Company
66.249.93.87,United States,Mountain View,Google LLC
1.55.223.245,Vietnam,Vinh Yen,FPT Telecom Company
42.118.228.209,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.114.168.78,Vietnam,Hanoi,FPT Telecom Company
1.55.48.235,Vietnam,Nha Trang,FPT Telecom Company
103.199.57.175,Vietnam,Hanoi,MOBIFONE Corporation
1.55.64.68,Vietnam,Hanoi,FPT Telecom Company
42.115.220.10,Vietnam,Hanoi,FPT Telecom Company
1.53.229.220,Vietnam,Bien Hoa,FPT Telecom Company
113.186.193.183,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
14.174.73.241,Vietnam,Buon Ma Thuot,Vietnam Posts and Telecommunications Group
123.16.224.215,Vietnam,Son Tay,Vietnam Posts and Telecommunications Group
1.52.34.61,Vietnam,Bien Hoa,FPT Telecom Company
42.114.132.137,Vietnam,Hanoi,FPT Telecom Company
113.185.15.157,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
14.171.208.155,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
1.53.94.127,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.118.243.170,Vietnam,Ho Chi Minh City,FPT Telecom Company
123.21.77.139,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
113.172.136.81,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
76.170.9.78,United States,Santa Ana,Charter Communications
1.53.65.154,Vietnam,Hanoi,FPT Telecom Company
42.118.51.74,Vietnam,Haiphong,FPT Telecom Company
103.199.56.161,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
42.113.188.64,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.52.192.46,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.53.17.143,Vietnam,Phuoc Lap,FPT Telecom Company
14.244.71.156,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
14.190.71.137,Vietnam,Lang Son,Vietnam Posts and Telecommunications Group
42.112.224.144,Vietnam,Sa Dec,FPT Telecom Company
42.113.173.229,Vietnam,Lang Son,FPT Telecom Company
14.239.180.169,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
14.229.49.102,Vietnam,Nam Djinh,Vietnam Posts and Telecommunications Group
113.167.207.182,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
14.189.94.57,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.55.55.211,Vietnam,Hanoi,FPT Telecom Company
171.241.152.142,Vietnam,Hanoi,Viettel Group
58.186.223.87,Vietnam,Bac Giang,FPT Telecom Company
1.55.44.245,Vietnam,Ben Dinh,FPT Telecom Company
42.114.16.82,Vietnam,Ho Chi Minh City,FPT Telecom Company
66.249.82.121,Australia,Sydney,Google LLC
14.229.144.111,Vietnam,Tuyen Quang,Vietnam Posts and Telecommunications Group
123.18.75.1,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
103.199.33.112,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
73.25.232.115,United States,Happy Valley,"Comcast Cable Communications, LLC"
27.77.56.248,Vietnam,Phu Quoc Island,Viettel Group
14.248.217.60,Vietnam,Son Tay,Vietnam Posts and Telecommunications Group
14.163.115.6,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
123.18.71.0,Vietnam,Lai Chau,Vietnam Posts and Telecommunications Group
113.167.108.109,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
85.16.16.9,Germany,Wulsdorf,EWE TEL GmbH
42.119.77.82,Vietnam,Hanoi,FPT Telecom Company
42.114.34.249,Vietnam,Haiphong,FPT Telecom Company
118.70.54.163,Vietnam,Dien Bien Phu,FPT Telecom Company
14.181.64.171,Vietnam,Ha Giang,Vietnam Posts and Telecommunications Group
14.163.247.204,Vietnam,Dien Bien Phu,Vietnam Posts and Telecommunications Group
118.68.192.246,Vietnam,Hanoi,FPT Telecom Company
42.114.47.185,Vietnam,Hanoi,FPT Telecom Company
171.245.52.116,Vietnam,Ha Long,Viettel Group
1.55.199.49,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.181.53.213,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
58.186.219.149,Vietnam,Hanoi,FPT Telecom Company
14.187.191.199,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
42.113.173.90,Vietnam,Lang Son,FPT Telecom Company
27.3.65.112,Vietnam,Hanoi,SaiGon Tourist Cable Television
113.167.140.91,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
183.80.67.131,Vietnam,My Tho,FPT Telecom Company
118.71.38.94,Vietnam,Hanoi,FPT Telecom Company
103.7.36.182,Vietnam,Hanoi,Vietnamobile Telecommunications Joint Stock Company
58.187.170.124,Vietnam,Da Nang,FPT Telecom Company
14.235.171.226,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
73.134.73.137,United States,Dale City,"Comcast Cable Communications, LLC"
14.237.12.94,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
222.252.172.2,Vietnam,Uong Bi,Vietnam Posts and Telecommunications Group
42.116.24.130,Vietnam,Hanoi,FPT Telecom Company
1.55.228.189,Vietnam,Hanoi,FPT Telecom Company
84.245.120.25,Slovakia,Michalovce,SWAN a.s.
14.168.22.1,Vietnam,Can Duoc,Vietnam Posts and Telecommunications Group
113.22.79.117,Vietnam,Hanoi,FPT Telecom Company
42.118.29.112,Vietnam,Bac Giang,FPT Telecom Company
42.116.117.198,Vietnam,Da Nang,FPT Telecom Company
14.170.148.190,Vietnam,Uong Bi,Vietnam Posts and Telecommunications Group
14.171.158.106,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
171.249.245.242,Vietnam,Long Xuyen,Viettel Group
14.171.189.156,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
42.113.190.14,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.168.53,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.183.171.133,Vietnam,Thu Dau Mot,Vietnam Posts and Telecommunications Group
42.126.48.246,Japan,Tokai,TOKAI Communications Corporation
113.161.196.123,Vietnam,Vinh Long,Vietnam Posts and Telecommunications Group
42.112.217.167,Vietnam,Hanoi,FPT Telecom Company
219.115.14.81,Japan,Amagasaki,"Jupiter Telecommunications Co., Ltd."
113.23.2.234,Vietnam,Hanoi,FPT Telecom Company
42.114.20.203,Vietnam,Uyen Hung,FPT Telecom Company
125.214.50.128,Vietnam,Sa Dec,Viettel Group
14.250.255.244,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.112.181.10,Vietnam,Bac Ninh,FPT Telecom Company
1.55.102.99,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.71.192.248,Vietnam,Bac Ninh,FPT Telecom Company
123.26.208.252,Vietnam,Bac Giang,Vietnam Posts and Telecommunications Group
58.187.66.249,Vietnam,Lang Son,FPT Telecom Company
1.54.129.57,Vietnam,Rach Gia,FPT Telecom Company
58.187.12.160,Vietnam,Bac Ninh,FPT Telecom Company
1.54.209.148,Vietnam,Hanoi,FPT Telecom Company
42.119.43.178,Vietnam,Bac Giang,FPT Telecom Company
118.71.158.74,Vietnam,Hanoi,FPT Telecom Company
14.245.99.76,Vietnam,Kon Tao,Vietnam Posts and Telecommunications Group
27.69.180.25,Vietnam,Nha Trang,Viettel Group
113.167.14.172,Vietnam,Bac Kan,Vietnam Posts and Telecommunications Group
27.77.231.145,Vietnam,Vinh Long,Viettel Group
14.188.231.215,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
42.118.76.41,Vietnam,Hoa Binh,FPT Telecom Company
113.23.13.165,Vietnam,Haiphong,FPT Telecom Company
222.252.55.125,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.239.94.87,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
183.81.75.176,Vietnam,Thai Binh,FPT Telecom Company
123.19.121.78,Vietnam,Quang Ngai,Vietnam Posts and Telecommunications Group
42.3.131.204,Hong Kong,Mong Kok,Hong Kong Telecommunications Limited Mass Internet
113.167.76.188,Vietnam,Nam Dinh,Vietnam Posts and Telecommunications Group
118.68.152.4,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.172.153.169,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
113.175.172.194,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
59.153.243.234,Vietnam,Vinh,MOBIFONE Corporation
14.171.253.187,Vietnam,Cam Pha Mines,Vietnam Posts and Telecommunications Group
42.118.77.126,Vietnam,Qui Nhon,FPT Telecom Company
1.55.229.130,Vietnam,Ho Chi Minh City,FPT Telecom Company
98.222.94.71,United States,Peoria,"Comcast Cable Communications, LLC"
116.100.144.246,Vietnam,Ho Chi Minh City,Viettel Group
14.229.80.200,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
64.233.173.14,Japan,Tokyo,Google LLC
113.23.64.208,Vietnam,Haiphong,FPT Telecom Company
117.2.158.104,Vietnam,Da Nang,Viettel Group
42.113.157.98,Vietnam,Hanoi,FPT Telecom Company
118.70.148.123,Vietnam,Hanoi,FPT Telecom Company
58.187.12.206,Vietnam,Bac Ninh,FPT Telecom Company
113.184.57.207,Vietnam,Bim Son,Vietnam Posts and Telecommunications Group
113.22.152.224,Vietnam,Hai An,FPT Telecom Company
118.71.198.47,Vietnam,Thanh Hoa,FPT Telecom Company
1.55.196.61,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.70.41.127,Vietnam,Thanh Hoa,FPT Telecom Company
1.52.120.165,Vietnam,Tu Son,FPT Telecom Company
14.230.48.92,Vietnam,Lien Loc,Vietnam Posts and Telecommunications Group
113.23.53.41,Vietnam,Hanoi,FPT Telecom Company
113.22.53.223,Vietnam,Haiphong,FPT Telecom Company
14.166.0.2,Vietnam,Tuyen Quang,Vietnam Posts and Telecommunications Group
222.254.12.172,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
54.236.1.12,United States,Ashburn,Amazon Technologies Inc.
27.76.88.239,Vietnam,Thai Nguyen,Viettel Group
113.181.94.254,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
42.118.236.204,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.181.53.149,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
118.68.61.87,Vietnam,Kon Tum Ko Pang,FPT Telecom Company
178.128.214.83,Singapore,Singapore,NTT America
1.55.50.208,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.55.135.199,Vietnam,Thai Binh,FPT Telecom Company
1.55.194.49,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.91.40,Vietnam,Ben Tre,FPT Telecom Company
42.114.132.242,Vietnam,Hanoi,FPT Telecom Company
123.17.246.225,Vietnam,Cao Bang,Vietnam Posts and Telecommunications Group
14.234.78.113,Vietnam,Tra Vinh,Vietnam Posts and Telecommunications Group
113.164.27.25,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.52.192.114,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.118.42.253,Vietnam,Bien Hoa,FPT Telecom Company
14.236.184.10,Vietnam,Quang Ngai,Vietnam Posts and Telecommunications Group
113.22.199.190,Vietnam,Ho Chi Minh City,FPT Telecom Company
173.252.95.16,United States,Chicago,"Facebook, Inc."
42.113.189.228,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.116.152,Vietnam,Hanoi,FPT Telecom Company
14.165.88.85,Vietnam,An Nhon,Vietnam Posts and Telecommunications Group
42.117.219.191,Vietnam,Hanoi,FPT Telecom Company
116.106.183.125,Vietnam,Can Tho,Viettel Group
58.187.67.1,Vietnam,Vinh Yen,FPT Telecom Company
42.117.202.163,Vietnam,Cao Lanh,FPT Telecom Company
115.72.135.70,Vietnam,Ho Chi Minh City,Viettel Group
123.19.104.75,Vietnam,Quang Ngai,Vietnam Posts and Telecommunications Group
66.249.88.181,United States,Mountain View,Google LLC
42.113.193.169,Vietnam,Hoa Binh,FPT Telecom Company
14.228.235.232,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
59.153.242.20,Vietnam,Vinh,MOBIFONE Corporation
113.22.53.235,Vietnam,Haiphong,FPT Telecom Company
1.54.202.46,Vietnam,Hoa Binh,FPT Telecom Company
113.181.206.235,Vietnam,Tuyen Quang,Vietnam Posts and Telecommunications Group
118.69.93.176,Vietnam,Ca Mau,FPT Telecom Company
183.81.75.169,Vietnam,Thai Binh,FPT Telecom Company
113.182.14.64,Vietnam,Dong Xoai,Vietnam Posts and Telecommunications Group
42.112.229.6,Vietnam,Ho Chi Minh City,FPT Telecom Company
59.153.242.108,Vietnam,Vinh,MOBIFONE Corporation
1.52.126.177,Vietnam,Thai Binh,FPT Telecom Company
14.249.59.65,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
59.153.244.203,Vietnam,Nha Trang,MOBIFONE Corporation
123.27.127.178,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
42.113.190.165,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.196.135,Vietnam,Uong Bi,FPT Telecom Company
118.71.198.232,Vietnam,Thanh Hoa,FPT Telecom Company
1.52.192.214,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.114.196.48,Vietnam,Hanoi,FPT Telecom Company
42.113.204.158,Vietnam,Viet Tri,FPT Telecom Company
183.80.14.117,Vietnam,Ben Dinh,FPT Telecom Company
73.225.227.188,United States,Everett,"Comcast Cable Communications, LLC"
27.2.32.88,Vietnam,Can Tho,SaiGon Tourist Cable Television
1.54.212.187,Vietnam,Hanoi,FPT Telecom Company
42.112.61.101,Vietnam,Hanoi,FPT Telecom Company
59.153.242.200,Vietnam,Vinh,MOBIFONE Corporation
113.23.91.219,Vietnam,Hoa Binh,FPT Telecom Company
123.24.7.237,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.188.62.43,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
1.54.75.158,Vietnam,Hanoi,FPT Telecom Company
1.55.206.54,Vietnam,Uong Bi,FPT Telecom Company
113.181.5.217,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
183.80.32.179,Vietnam,Hai An,FPT Telecom Company
1.55.223.244,Vietnam,Vinh Yen,FPT Telecom Company
14.243.37.144,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
118.69.176.220,Vietnam,Hue,FPT Telecom Company
42.119.77.76,Vietnam,Hanoi,FPT Telecom Company
42.113.189.201,Vietnam,Ho Chi Minh City,FPT Telecom Company
81.232.57.199,Sweden,Angelholm,Telia Company AB
113.164.27.56,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.52.125.223,Vietnam,Thanh Hoa,FPT Telecom Company
14.189.134.232,Vietnam,Lao Cai,Vietnam Posts and Telecommunications Group
14.228.134.68,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
42.112.230.185,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.87.253,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.70.181.211,Vietnam,Hanoi,FPT Telecom Company
113.186.55.128,Vietnam,Hoa Binh,Vietnam Posts and Telecommunications Group
183.81.112.197,Vietnam,Haiphong,FPT Telecom Company
115.70.7.230,Australia,Melbourne,"Internet Service Provider, Australia."
113.22.199.167,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.163.72,Vietnam,Bac Ninh,FPT Telecom Company
118.71.43.114,Vietnam,Hanoi,FPT Telecom Company
42.113.194.148,Vietnam,Hai Duong,FPT Telecom Company
118.70.80.23,Vietnam,Hanoi,FPT Telecom Company
58.187.164.185,Vietnam,Hanoi,FPT Telecom Company
58.187.4.53,Vietnam,Hanoi,FPT Telecom Company
178.255.168.77,Czechia,Ceske Budejovice,"STARNET, s.r.o."
89.11.145.150,Norway,Eide,NextGenTel AS
118.69.89.222,Vietnam,Ben Tre,FPT Telecom Company
118.71.158.66,Vietnam,Hanoi,FPT Telecom Company
80.133.254.30,Germany,Munchen,Deutsche Telekom AG
14.228.49.147,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
113.167.237.182,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.117.104.117,Vietnam,Da Nang,FPT Telecom Company
123.26.194.46,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
42.113.157.97,Vietnam,Hanoi,FPT Telecom Company
14.229.127.140,Vietnam,Cam Pha Mines,Vietnam Posts and Telecommunications Group
1.55.227.122,Vietnam,Vinh Yen,FPT Telecom Company
42.112.155.1,Vietnam,Da Nang,FPT Telecom Company
1.52.144.79,Vietnam,Uong Bi,FPT Telecom Company
42.112.82.112,Vietnam,Long Xuyen,FPT Telecom Company
66.249.82.90,Australia,Sydney,Google LLC
1.55.135.242,Vietnam,Thai Binh,FPT Telecom Company
116.109.137.219,Vietnam,Ho Chi Minh City,Viettel Group
123.17.94.156,Vietnam,Nam Djinh,Vietnam Posts and Telecommunications Group
42.116.79.191,Vietnam,My Tho,FPT Telecom Company
171.225.161.125,Vietnam,Phan Rang-Thap Cham,Viettel Group
14.170.0.236,Vietnam,Lang Son,Vietnam Posts and Telecommunications Group
112.197.119.151,Vietnam,Bien Hoa,SaiGon Tourist Cable Television
42.112.56.199,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.239.218.233,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
66.220.149.4,United States,Menlo Park,"Facebook, Inc."
42.116.117.246,Vietnam,Da Nang,FPT Telecom Company
183.81.93.125,Vietnam,Hanoi,FPT Telecom Company
1.52.192.111,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.244.90.227,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
59.153.243.236,Vietnam,Vinh,MOBIFONE Corporation
42.113.155.201,Vietnam,Hanoi,FPT Telecom Company
103.199.33.47,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
42.113.198.201,Vietnam,Thai Nguyen,FPT Telecom Company
123.21.131.59,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
103.7.39.159,Vietnam,Ho Chi Minh City,Vietnamobile Telecommunications Joint Stock Company
1.52.127.148,Vietnam,Tu Son,FPT Telecom Company
118.71.128.219,Vietnam,Hanoi,FPT Telecom Company
58.187.21.250,Vietnam,Haiphong,FPT Telecom Company
1.55.48.213,Vietnam,Nha Trang,FPT Telecom Company
1.55.201.59,Vietnam,Hanoi,FPT Telecom Company
14.251.45.244,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
113.186.77.193,Vietnam,Son La,Vietnam Posts and Telecommunications Group
14.230.234.2,Vietnam,Tra Tan,Vietnam Posts and Telecommunications Group
118.71.198.121,Vietnam,Thanh Hoa,FPT Telecom Company
173.252.127.27,United States,Ashburn,"Facebook, Inc."
14.170.196.246,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
14.229.138.25,Vietnam,Son La,Vietnam Posts and Telecommunications Group
73.93.4.205,United States,San Jose,"Comcast Cable Communications, LLC"
1.52.122.245,Vietnam,Thai Nguyen,FPT Telecom Company
1.55.135.151,Vietnam,Thai Binh,FPT Telecom Company
93.230.192.124,Germany,Kronach,Deutsche Telekom AG
42.113.140.40,Vietnam,Ben Dinh,FPT Telecom Company
14.182.99.202,Vietnam,Bac Giang,Vietnam Posts and Telecommunications Group
66.249.82.148,Australia,Sydney,Google LLC
1.55.182.43,Vietnam,Ben Dinh,FPT Telecom Company
14.239.255.17,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
64.233.173.29,Japan,Tokyo,Google LLC
118.71.173.56,Vietnam,Uong Bi,FPT Telecom Company
42.112.238.213,Vietnam,Hanoi,FPT Telecom Company
14.229.7.240,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
118.69.139.90,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.55.219.112,Vietnam,Haiphong,FPT Telecom Company
42.112.248.234,Vietnam,Hanoi,FPT Telecom Company
42.114.32.17,Vietnam,Uong Bi,FPT Telecom Company
42.112.224.59,Vietnam,Sa Dec,FPT Telecom Company
71.115.2.233,United States,Woodlake,Verizon Business
42.112.238.125,Vietnam,Hanoi,FPT Telecom Company
42.118.236.56,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.173.112.86,Vietnam,Bien Hoa,Vietnam Posts and Telecommunications Group
113.186.170.71,Vietnam,Nam Djinh,Vietnam Posts and Telecommunications Group
42.113.154.82,Vietnam,Hai Duong,FPT Telecom Company
42.119.77.169,Vietnam,Hanoi,FPT Telecom Company
1.55.109.149,Vietnam,Viet Tri,FPT Telecom Company
42.116.92.33,Vietnam,Quang Ngai,FPT Telecom Company
183.81.93.128,Vietnam,Hanoi,FPT Telecom Company
42.112.237.207,Vietnam,Bac Ninh,FPT Telecom Company
42.114.32.75,Vietnam,Uong Bi,FPT Telecom Company
87.186.102.75,Germany,Fussen,Deutsche Telekom AG
183.81.93.166,Vietnam,Hanoi,FPT Telecom Company
113.183.148.69,Vietnam,Rach Gia,Vietnam Posts and Telecommunications Group
58.187.12.217,Vietnam,Bac Ninh,FPT Telecom Company
113.168.90.161,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
14.174.14.5,Vietnam,Nha Trang,Vietnam Posts and Telecommunications Group
51.6.188.224,United Kingdom,Brighton,British Telecommunications PLC
58.187.164.109,Vietnam,Hanoi,FPT Telecom Company
117.5.148.8,Vietnam,Ho Chi Minh City,Viettel Group
42.112.129.24,Vietnam,Hanoi,FPT Telecom Company
171.237.80.155,Vietnam,Hanoi,Viettel Group
14.190.45.159,Vietnam,Hoa Binh,Vietnam Posts and Telecommunications Group
42.114.130.246,Vietnam,Bac Ninh,FPT Telecom Company
123.21.75.121,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
42.114.37.123,Vietnam,Hanoi,FPT Telecom Company
123.17.58.5,Vietnam,Ha Tinh,Vietnam Posts and Telecommunications Group
